Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual
T15050,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Medium,Negative,23-11-2024 15:53,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,450
T10654,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,High,Positive,21-01-2024 19:31,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,81
T19110,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,02-08-2024 15:46,Completed name change on account profile. Sent confirmation email.,396
T17199,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Medium,Negative,10-10-2024 04:42,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,464
T16520,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,High,Neutral,29-10-2024 03:48,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,78
T19821,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Medium,Neutral,21-08-2024 22:56,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,424
T14654,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,12-09-2024 22:52,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",366
T16844,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,20-12-2024 18:46,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,394
T11014,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,24-02-2024 03:41,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,363
T19002,Do you offer services in the Sydney region or only nationally? I am checking availability.,Do you offer services in the Sydney region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,22-09-2024 21:04,Provided link to pricing page. Confirmed service availability in their city.,1165
T15399,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,08-08-2024 08:30,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1063
T13275,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,27-10-2024 07:18,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",438
T17521,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,17-06-2024 21:47,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1168
T11990,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,Low,Positive,07-06-2024 15:41,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1089
T17587,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,03-08-2024 03:33,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,34
