Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual,Complexity_Score
T12493,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Low,Negative,17-08-2024 19:31,Updated credit card details on file. Confirmed next payment date. Closed issue.,1177,6
T12886,Do you offer services in the Sydney region or only nationally? I am checking availability.,Do you offer services in the Sydney region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,11-03-2024 05:48,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1142,5
T10083,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,Medium,Positive,20-12-2024 11:37,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,390,6
T16657,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,25-10-2024 14:26,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,355,5
T19285,"**SYSTEM CRITICAL FAILURE**: ""Server Connection Failed"" Error: Product Inoperable, Immediate Resolution Required.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,05-11-2024 21:22,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,472,9
T18393,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,High,Positive,10-03-2024 06:57,Awaiting confirmation of address change from validation team. Contact customer for documentation.,39,5
T11589,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,09-05-2024 11:10,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1076,5
T15141,I was overcharged by $235 this month. I need a refund immediately.,I was overcharged by $235 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,28-02-2024 06:37,Checked plan details and billing cycle. Explained fee structure. No further action required.,1093,6
T18019,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,High,Negative,13-05-2024 02:46,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,94,9
T14603,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Medium,Neutral,24-06-2024 00:24,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",456,6
T19037,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Low,Positive,16-07-2024 13:22,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,1235,5
T15568,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,High,Neutral,09-06-2024 19:28,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,106,6
T17879,"The app shows an error code 500 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 500 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Medium,Neutral,14-09-2024 09:05,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,395,5
T11088,**SYSTEM ALERT**: CRITICAL FAILURE: IMMEDIATE CANCELLATION REQUESTED DUE TO SEVERE SERVICE OUTAGE & CUSTOMER CARE COLLAPSE.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,High,Negative,18-10-2024 12:32,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,390,9
T16790,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,11-05-2024 03:31,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,359,5
T17364,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,06-10-2024 23:06,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",365,6
T10098,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,07-06-2024 09:21,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,58,9
